nro_legajo;edad_ingreso;zona;distancia_km;horas_trabajo_sem;beca;promedio_1er_anio;materias_aprobadas_1er_anio;asistencia_pct;reinscripcion_tardia;abandona
47696;19;Norte;2.6;8;no;8.24;8;85.2;no;no
66133;17;Oeste;14.9;9;no;7.39;6;66.3;no;no
93825;23;Norte;6.8;3;no;9.49;8;80.2;si;no
55871;21;Centro;4.1;0;no;9.11;8;85.6;no;no
69529;17;Oeste;5.9;9;si;8.22;3;60.8;no;no
40838;21;Rural;7.3;11;no;8.76;7;65.7;no;no
81935;23;Sur;3.9;21;no;7.91;6;57.4;si;no
33773;19;Norte;11.4;28;no;6.08;4;80.9;no;si
49173;25;Oeste;11.4;21;si;4.73;3;80.6;no;no
27483;19;Centro;7.9;16;no;8.68;6;81.2;no;no
31607;19;Sur;16.5;14;si;6.52;7;77.5;no;no
24758;17;Sur;3.5;8;no;6.87;6;78.5;no;no
71537;18;Sur;1.6;15;si;5.46;4;59.5;si;no
47198;23;Oeste;7.5;35;no;6.85;6;64.5;no;no
24718;18;Centro;4.5;9;no;7.87;6;78.7;no;no
40556;19;Rural;54.2;17;no;6.75;6;69.8;no;si
95271;17;Norte;14.9;12;no;7.28;5;73.9;no;no
73251;23;Centro;4.9;12;no;6.37;5;81.3;no;no
94824;20;Sur;16.6;30;si;6.6;6;68.7;si;no
88120;22;Sur;5.7;13;no;7.32;6;70.5;no;no
77123;24;Sur;20.7;33;no;5.58;3;62.3;si;si
21547;20;Rural;2.6;9;si;6.14;4;88.9;si;no
45909;22;Centro;1.7;14;no;6.6;5;79.9;no;si
58337;20;Sur;10.8;35;no;3.62;0;52.6;si;si
89025;21;Oeste;2.1;24;no;7.95;8;60.2;no;no
51478;20;Norte;15.8;32;si;6.01;3;56.6;no;no
20738;24;Rural;57.8;37;si;6.76;6;57.1;no;no
42158;25;Rural;8.0;15;no;6.51;5;75.4;no;no
77791;17;Centro;0.5;0;no;6.32;5;56.3;si;no
73194;20;Rural;41.1;11;si;7.11;6;69.8;no;no
78400;24;Sur;1.2;12;si;4.92;5;76.4;no;no
95840;19;Centro;3.6;10;no;5.19;3;80.6;no;no
73018;20;Rural;3.5;25;si;5.89;4;78.5;no;no
45777;23;Norte;4.7;15;si;8.72;6;74.6;no;no
28176;21;Sur;4.9;18;no;5.53;4;81.7;no;no
36542;22;Centro;2.8;22;si;6.49;5;65.9;no;no
85995;22;Rural;4.4;41;no;7.31;5;60.2;no;no
44515;18;Sur;31.1;23;no;6.5;4;65.8;no;si
55735;19;Rural;8.3;6;si;5.63;2;75.0;no;si
30047;17;Centro;10.7;9;si;6.91;8;66.3;no;no
39830;22;Oeste;1.2;29;no;5.57;3;46.6;si;si
30280;22;Sur;8.4;36;no;5.67;4;52.3;no;no
99543;20;Sur;6.4;19;no;5.41;6;47.0;si;no
71688;17;Norte;29.4;0;si;6.18;6;78.2;no;no
96940;21;Rural;53.9;26;no;7.84;7;70.4;no;no
43701;21;Sur;1.1;18;si;5.45;2;73.7;no;no
63942;25;Rural;40.3;35;si;5.77;5;62.7;si;no
39646;18;Sur;1.8;17;si;4.89;3;59.3;no;no
31249;19;Sur;1.2;22;no;6.14;5;61.9;no;no
61351;22;Oeste;7.4;21;no;5.23;4;77.8;si;no
86740;21;Oeste;17.0;34;no;7.01;6;66.5;no;no
30534;18;Oeste;13.4;18;si;5.73;1;47.6;si;si
86908;24;Norte;41.2;14;no;8.75;7;65.9;no;no
39810;24;Oeste;3.5;18;no;6.19;5;98.7;si;no
83270;19;Norte;10.4;15;no;7.14;7;49.4;si;no
87170;21;Norte;5.4;16;no;5.13;3;74.4;no;si
94411;20;Norte;3.6;0;si;9.44;9;87.3;no;no
35874;21;Rural;31.4;22;si;7.58;7;75.4;no;no
55162;22;Oeste;12.2;15;no;6.28;5;77.6;no;no
38747;24;Norte;14.0;0;si;7.1;5;86.7;no;no
67368;21;Rural;16.6;24;si;4.79;4;77.4;no;no
49713;25;Sur;1.6;27;no;7.01;3;71.8;no;no
54450;23;Sur;2.1;25;si;5.8;3;74.2;no;no
48105;18;Centro;0.6;26;no;4.73;2;67.2;no;si
52830;25;Sur;1.8;10;no;6.42;2;79.8;no;si
20960;24;Oeste;2.6;16;no;4.9;3;73.5;no;si
61922;22;Oeste;2.3;25;no;5.84;5;74.0;no;no
84602;19;Centro;4.6;10;no;7.42;9;89.5;no;no
47874;19;Oeste;1.1;39;si;6.23;3;65.9;si;no
97679;21;Rural;47.4;11;no;4.77;2;72.8;no;no
89698;22;Oeste;15.0;30;si;6.06;3;62.0;si;si
51230;23;Centro;11.0;0;no;7.63;4;75.7;no;no
47834;19;Sur;1.9;29;no;6.61;5;70.6;no;no
48566;21;Norte;9.4;22;no;7.74;7;56.4;si;no
76133;20;Sur;3.4;24;no;5.37;5;72.6;si;no
36479;19;Oeste;9.1;20;si;6.77;5;61.3;no;no
38447;19;Norte;0.7;0;no;5.29;4;77.6;no;no
33888;21;Centro;7.7;2;no;5.31;2;99.4;no;no
81484;22;Oeste;1.6;15;si;7.52;7;66.0;si;no
62121;20;Oeste;17.1;0;no;6.95;6;96.8;si;no
70621;21;Centro;13.7;6;no;7.95;5;80.5;no;no
68555;19;Sur;17.7;19;no;7.77;7;92.6;si;no
28007;19;Norte;12.6;19;no;5.05;6;65.9;no;si
63684;20;Norte;1.5;0;no;6.04;5;91.9;no;no
99369;19;Sur;35.3;27;si;5.22;4;63.9;no;no
70149;19;Oeste;5.6;24;si;6.22;5;64.4;si;no
77987;25;Rural;50.9;35;no;6.28;1;50.1;no;si
69412;22;Oeste;16.6;36;no;5.93;3;55.5;si;si
85845;21;Sur;18.1;38;no;4.72;1;75.9;no;si
77955;21;Sur;8.4;24;si;8.3;9;71.9;no;no
65084;20;Oeste;2.9;17;no;5.97;2;61.8;no;no
37491;21;Rural;42.6;35;si;6.31;6;47.9;si;no
75597;27;Rural;23.3;24;no;4.7;3;69.2;si;si
30185;23;Sur;4.4;18;no;6.44;5;85.8;no;no
71824;18;Centro;0.9;0;no;6.61;5;72.0;no;no
84265;24;Norte;5.8;11;no;8.49;8;72.4;no;no
36813;20;Rural;20.2;30;no;4.41;1;66.6;no;si
36979;23;Centro;1.8;20;no;4.91;1;71.1;no;si
91042;19;Norte;3.6;7;no;6.71;4;79.3;no;no
90173;22;Oeste;11.1;24;no;5.5;5;66.4;no;no
31655;22;Sur;8.2;7;si;5.56;5;66.2;no;no
63587;21;Norte;2.1;9;no;6.83;5;77.7;no;no
36788;21;Sur;12.7;28;si;5.43;2;61.7;no;si
25569;20;Sur;0.5;16;si;5.82;6;58.4;no;no
92824;22;Rural;30.3;19;no;7.0;2;88.2;no;si
50089;25;Sur;25.0;17;no;4.56;2;80.6;no;si
49202;19;Centro;0.5;4;no;5.56;4;93.9;no;no
68635;17;Norte;2.5;0;no;7.05;5;95.0;no;no
83546;17;Oeste;0.7;0;si;5.79;6;62.5;no;no
34154;19;Rural;4.2;19;no;4.96;3;65.4;no;no
55404;17;Centro;8.1;0;no;9.53;9;86.6;no;no
94953;17;Centro;1.6;0;no;7.62;9;79.3;no;no
82811;22;Rural;17.1;24;no;5.47;5;80.1;no;si
56063;21;Centro;7.5;0;no;6.6;4;95.6;no;no
32517;21;Norte;1.6;26;no;6.8;6;82.5;no;no
43843;18;Sur;2.6;2;si;8.95;8;61.8;no;no
99640;21;Rural;9.9;23;no;5.57;6;69.2;no;si
94221;22;Oeste;18.3;37;no;7.62;8;52.3;no;no
63976;21;Oeste;13.5;29;no;7.01;3;52.0;si;si
20322;23;Rural;7.6;0;no;7.86;6;84.8;no;no
66183;23;Sur;21.4;26;no;4.97;5;57.6;no;si
60162;21;Sur;31.8;22;si;7.04;5;67.5;no;no
54392;24;Sur;6.4;27;no;5.62;5;52.9;si;si
64249;23;Oeste;3.4;22;no;4.68;3;56.5;no;no
46178;23;Rural;8.3;23;no;5.73;3;77.5;no;no
98655;23;Sur;3.4;39;no;6.64;5;52.4;no;no
40187;21;Oeste;28.5;22;no;2.99;0;49.3;si;si
62324;25;Sur;0.5;25;no;4.26;4;74.2;no;no
72309;20;Norte;26.6;0;no;9.82;8;79.9;no;no
43514;18;Sur;10.9;17;no;7.15;7;59.6;no;no
42566;20;Centro;9.1;1;no;7.84;8;96.3;si;no
77594;22;Oeste;1.2;38;si;5.16;2;58.6;no;si
83697;27;Rural;8.4;45;no;5.15;3;67.3;si;si
58718;19;Centro;1.0;0;no;5.58;5;81.5;no;no
31333;22;Oeste;14.3;23;no;6.11;5;81.5;no;si
56493;24;Oeste;2.0;23;si;5.97;4;78.3;no;si
85547;21;Centro;4.9;15;si;7.98;5;77.1;no;no
78154;21;Centro;3.9;0;no;7.06;6;78.9;no;no
51809;22;Sur;5.7;23;no;4.48;4;64.8;no;no
40919;23;Sur;10.3;17;no;6.33;2;67.0;no;si
20171;17;Sur;3.4;29;no;5.28;5;74.6;no;no
56005;24;Norte;11.9;0;no;8.3;5;87.3;no;no
49053;22;Oeste;2.3;39;no;5.8;3;54.4;si;si
31796;19;Sur;0.5;15;no;8.23;8;90.1;no;no
46481;24;Rural;1.9;11;no;4.35;3;74.5;no;si
27277;22;Sur;9.8;28;no;5.85;5;59.1;no;no
78222;18;Oeste;2.4;14;no;5.32;3;83.2;no;si
72907;21;Oeste;7.2;35;si;6.17;3;79.9;no;no
67813;22;Sur;13.4;9;si;3.87;4;89.3;no;no
62562;18;Oeste;8.7;20;si;6.89;4;69.5;si;no
75837;18;Sur;9.0;27;si;6.16;3;74.0;no;no
23881;22;Sur;3.4;17;no;6.28;7;62.6;no;no
89992;19;Sur;2.2;8;no;6.87;6;69.4;no;no
29630;22;Sur;22.4;41;si;5.84;7;53.8;no;si
86768;19;Oeste;1.0;22;no;6.5;3;54.2;no;no
40876;20;Oeste;2.2;23;no;4.92;2;85.8;no;no
52629;18;Centro;15.0;3;no;6.64;3;87.5;si;no
96583;20;Norte;1.1;0;no;8.88;9;100.0;no;no
87446;19;Norte;25.8;5;no;6.65;6;67.9;si;no
27701;19;Oeste;1.9;18;si;3.61;0;84.4;no;si
49932;24;Centro;29.4;0;no;5.64;3;88.4;no;no
48650;22;Sur;8.2;17;si;5.34;4;56.1;si;si
44498;19;Sur;1.6;30;no;7.35;7;74.7;no;no
32494;20;Sur;2.7;8;no;4.47;3;76.4;no;no
28271;18;Centro;15.2;0;no;6.67;6;67.9;no;no
33630;22;Norte;14.9;11;no;7.38;5;87.2;si;no
88498;17;Centro;1.9;2;no;9.13;7;88.5;no;no
51508;21;Rural;4.4;10;no;7.47;7;83.0;no;no
75543;24;Oeste;21.9;11;no;9.21;9;78.1;no;no
71859;18;Sur;3.6;24;si;5.16;5;75.4;si;no
87981;19;Oeste;0.5;30;no;4.7;4;57.5;si;si
49896;22;Sur;14.0;12;si;8.84;8;62.2;no;no
57741;24;Oeste;4.3;18;no;9.29;8;79.6;no;no
67591;17;Centro;2.4;12;no;8.11;8;75.3;no;no
72644;20;Sur;5.5;5;si;6.64;5;83.6;no;no
21793;21;Norte;4.8;12;no;5.41;4;68.9;no;no
28169;20;Centro;3.7;18;si;8.56;8;69.2;no;no
42218;20;Oeste;19.9;18;no;4.2;6;82.8;no;no
39544;19;Centro;16.3;18;si;6.31;6;66.2;no;no
98624;22;Oeste;2.4;33;no;5.98;3;56.4;si;si
37272;17;Centro;2.1;12;no;9.16;8;76.9;no;no
70138;27;Rural;16.6;18;no;6.08;4;74.2;si;si
68675;19;Sur;9.6;25;no;5.42;4;68.7;no;no
70785;23;Sur;4.3;21;no;5.72;5;78.9;no;no
64610;18;Centro;8.2;7;si;8.1;6;77.9;no;no
78240;22;Oeste;10.8;19;no;5.67;3;59.8;no;si
79425;18;Norte;3.4;2;no;9.95;9;89.6;no;no
37306;24;Oeste;16.6;31;no;5.14;3;73.5;no;no
36817;24;Sur;0.8;12;no;8.73;7;57.7;no;no
61118;18;Centro;12.5;0;no;6.7;6;80.9;no;no
93437;21;Norte;6.4;5;no;8.71;7;79.6;no;no
43459;19;Sur;3.7;25;si;7.1;6;65.9;no;no
67172;21;Centro;21.1;20;no;6.36;7;63.1;no;no
98454;23;Sur;9.1;11;no;5.69;2;77.6;no;si
65229;17;Norte;4.2;12;no;6.21;3;81.9;si;no
82426;17;Norte;0.5;21;no;5.05;4;64.1;si;si
84277;21;Centro;4.0;0;no;7.71;6;84.8;no;no
67514;18;Oeste;0.6;8;si;5.69;4;85.3;no;no
72013;17;Norte;3.7;13;no;6.16;3;75.1;no;no
23322;17;Norte;5.4;0;no;6.99;6;82.9;si;no
51137;20;Rural;85.1;34;no;4.06;2;74.5;no;no
26100;21;Centro;4.4;14;si;4.81;3;98.6;no;no
29555;24;Sur;10.6;38;no;2.54;0;46.4;si;si
52093;22;Norte;15.7;14;no;7.62;6;80.4;no;no
36483;19;Centro;6.1;0;si;8.62;8;85.0;no;no
46264;21;Sur;8.8;18;no;5.94;4;89.8;no;no
93259;19;Norte;6.4;17;no;4.83;3;80.3;no;si
89742;21;Rural;31.5;0;no;7.0;6;77.9;no;no
27882;20;Sur;2.1;19;si;5.8;3;63.6;no;no
91459;24;Oeste;0.6;34;no;5.5;2;72.0;no;no
95936;18;Centro;2.6;2;no;6.36;4;85.0;no;no
53455;25;Sur;0.5;31;no;6.99;6;66.7;no;no
26627;23;Rural;61.5;1;no;6.39;1;91.1;si;no
62088;17;Norte;1.6;11;no;7.93;6;71.7;no;no
81785;25;Rural;2.1;27;no;4.41;2;72.8;no;si
30912;22;Oeste;2.5;23;no;6.94;7;63.0;no;no
63344;21;Centro;25.5;13;no;5.41;1;77.5;no;no
87729;19;Sur;24.9;21;no;6.75;5;55.1;si;no
83812;23;Oeste;0.5;29;si;6.65;3;66.1;si;si
51962;26;Oeste;6.8;16;no;8.63;7;71.0;no;no
49716;23;Sur;2.8;32;no;5.88;3;56.5;no;si
97265;25;Norte;20.8;0;no;6.11;6;71.5;no;no
95435;19;Norte;14.5;31;no;4.95;1;58.3;no;si
43913;21;Rural;13.2;31;no;6.98;8;65.0;no;no
68160;17;Oeste;0.9;36;no;6.77;8;60.5;no;no
68731;22;Sur;6.2;20;no;6.48;6;67.1;no;no
90495;19;Oeste;3.6;24;no;5.86;5;73.9;si;no
81431;19;Rural;27.5;19;no;4.98;4;67.6;no;no
42953;21;Rural;76.6;39;si;6.1;6;71.0;no;no
92555;20;Centro;1.0;22;no;7.54;7;60.4;no;no
51644;17;Rural;14.7;32;no;3.22;0;60.6;si;si
62777;20;Sur;1.1;13;si;6.76;3;68.9;no;no
70569;19;Norte;0.5;14;no;5.45;5;65.9;si;si
71800;25;Centro;6.9;9;no;7.75;8;80.0;no;no
98694;24;Sur;2.7;21;no;6.36;5;59.5;si;no
72474;21;Oeste;0.6;16;si;6.36;5;85.3;no;no
84077;21;Centro;2.0;0;no;6.97;4;86.0;no;no
38630;19;Oeste;12.9;45;no;7.05;5;67.6;no;no
52086;21;Rural;32.1;31;si;5.05;4;73.4;no;no
69227;20;Rural;85.9;32;no;8.32;8;40.9;no;no
40092;24;Sur;8.9;1;no;7.22;6;85.3;no;no
29984;19;Norte;2.7;37;si;6.2;5;51.5;si;si
99680;18;Rural;8.0;10;no;6.37;5;82.1;no;no
76519;23;Oeste;6.6;26;no;4.75;1;65.5;no;no
46426;20;Sur;3.8;16;no;5.93;3;64.0;no;no
47988;23;Oeste;22.1;27;no;4.52;4;45.0;si;si
60633;20;Sur;9.2;21;no;6.97;6;70.5;no;no
29293;19;Rural;41.4;35;si;2.69;1;48.1;no;si
68178;20;Oeste;0.5;12;no;6.91;5;79.4;no;no
23324;25;Oeste;12.3;23;no;6.6;1;80.9;si;no
90678;22;Norte;1.6;10;no;6.45;5;81.7;no;no
30489;18;Sur;5.4;5;no;7.63;6;77.0;no;no
37675;23;Norte;2.1;0;no;7.09;7;93.4;no;no
42309;23;Rural;6.3;12;si;5.43;3;74.7;no;si
47150;22;Oeste;3.8;26;no;5.77;3;74.3;si;si
85810;21;Centro;5.4;11;no;9.94;9;69.1;no;no
48913;20;Centro;27.7;31;si;4.7;0;78.8;no;si
82165;21;Centro;5.6;25;no;5.74;4;88.0;no;no
56889;21;Rural;45.0;19;no;5.92;4;54.4;no;no
77671;19;Norte;8.7;13;no;7.09;7;82.3;no;no
48401;21;Norte;1.0;4;no;7.15;4;69.1;no;si
81506;20;Norte;1.9;11;no;6.05;4;65.7;no;no
43188;17;Sur;6.8;15;no;5.5;6;78.9;no;no
31806;18;Oeste;0.5;5;si;4.84;2;87.8;no;si
42624;21;Rural;13.6;16;no;6.82;5;59.5;no;no
96726;27;Oeste;10.8;28;si;4.87;4;57.8;si;si
24026;20;Centro;5.2;2;no;7.71;8;75.0;no;no
72200;23;Oeste;15.0;12;no;6.89;8;72.4;no;no
68149;18;Norte;1.1;27;si;6.24;2;67.4;si;no
89273;24;Oeste;8.3;41;no;5.68;4;70.4;si;si
45929;22;Centro;2.4;4;no;6.47;4;74.3;no;no
58549;22;Oeste;9.9;35;si;4.81;3;73.2;no;no
28052;18;Sur;15.2;33;si;3.74;3;61.2;si;si
52007;17;Norte;5.6;13;no;5.82;5;77.9;no;no
55242;21;Oeste;9.9;7;no;7.11;6;78.9;no;no
47715;19;Centro;7.7;8;no;8.2;9;76.6;no;no
60975;20;Sur;8.6;30;no;3.1;2;81.1;si;si
92091;18;Oeste;2.0;22;si;4.29;2;59.4;no;no
99267;25;Sur;11.3;40;no;7.03;6;61.3;si;si
80228;26;Centro;14.1;7;no;5.97;4;89.7;no;no
90038;18;Centro;0.5;9;no;7.54;5;63.8;si;no
52419;18;Centro;9.0;0;no;7.85;6;78.0;no;no
47024;17;Centro;15.9;7;si;9.78;9;77.1;no;no
96866;17;Centro;9.6;10;si;4.65;2;87.9;no;no
59574;17;Oeste;7.6;17;no;5.11;6;79.7;no;no
85329;19;Centro;4.1;13;no;8.31;8;70.7;no;no
47098;22;Rural;9.6;40;no;5.66;6;64.7;no;no
41884;21;Sur;18.9;34;no;6.54;6;66.0;no;no
60215;18;Centro;23.9;20;no;7.38;6;86.3;no;no
41987;19;Centro;3.3;13;no;6.0;5;66.0;no;no
59817;21;Norte;3.6;0;no;5.38;6;69.4;no;si
89868;20;Norte;1.6;0;si;8.42;9;63.1;si;no
43649;22;Sur;6.3;16;no;5.73;5;86.1;no;no
60529;20;Sur;8.6;22;si;5.36;3;79.1;no;si
78177;21;Oeste;17.0;12;no;6.94;6;73.0;no;no
97551;21;Oeste;2.2;21;no;6.53;4;73.5;no;no
62608;21;Rural;8.5;21;no;8.13;7;63.4;no;no
83002;20;Norte;2.5;18;no;6.63;5;62.5;no;no
28620;18;Rural;19.1;42;si;3.8;3;74.9;no;no
88788;23;Oeste;5.2;10;no;8.26;7;87.3;no;no
57860;19;Sur;6.0;20;no;6.98;2;61.6;no;si
76114;25;Centro;14.2;0;no;6.24;6;78.1;no;no
52273;19;Sur;6.7;15;no;7.25;6;85.2;no;no
27754;18;Centro;3.1;9;no;8.15;6;74.7;no;no
87457;21;Sur;14.1;27;no;4.92;5;59.8;si;si
60632;23;Oeste;1.3;10;no;5.29;5;100.0;no;si
21122;21;Oeste;0.5;25;no;6.12;6;74.7;no;no
70077;18;Norte;25.6;13;no;6.81;4;74.3;no;no
65022;21;Centro;2.7;6;no;6.15;3;65.6;no;si
81376;23;Sur;9.5;24;si;5.78;6;68.3;no;no
35603;25;Sur;14.3;32;si;4.89;2;62.9;no;no
87793;24;Sur;9.9;38;si;6.16;3;78.4;no;si
86924;21;Oeste;1.6;19;no;7.52;6;85.9;no;no
78383;18;Norte;2.7;11;no;8.8;8;67.6;si;no
85416;23;Norte;29.0;0;no;8.18;5;80.5;no;no
65277;19;Centro;39.8;10;no;7.12;6;57.4;no;no
73555;19;Rural;13.3;20;no;5.89;6;73.0;no;no
22286;20;Sur;8.4;32;si;6.3;5;68.1;no;no
89575;21;Sur;7.0;19;si;4.2;4;81.7;no;no
87120;22;Centro;1.1;15;no;9.45;8;76.3;no;si
96279;25;Sur;3.7;11;si;5.69;3;97.3;no;no
74710;20;Norte;3.5;20;no;7.14;3;72.7;no;si
96216;21;Centro;3.1;24;no;7.08;8;59.1;si;no
22227;24;Norte;2.1;10;no;8.67;7;73.2;no;no
28563;18;Oeste;1.1;17;no;5.51;5;87.0;no;no
70200;19;Oeste;0.7;32;si;5.84;4;42.0;no;si
34373;21;Norte;8.3;13;si;5.68;2;64.5;si;si
46421;20;Oeste;9.7;39;si;4.7;3;61.4;no;si
68305;22;Sur;1.1;33;si;7.67;4;85.7;no;no
70076;19;Sur;7.3;21;no;9.35;9;88.5;si;no
76590;19;Norte;6.1;19;no;8.77;7;72.3;no;no
69187;21;Centro;3.4;3;no;8.95;9;74.6;si;no
45797;25;Oeste;10.6;0;si;6.58;9;92.6;no;no
77950;21;Oeste;2.0;12;no;5.96;6;79.1;no;no
93271;22;Sur;8.7;11;no;7.67;5;76.5;no;no
53869;21;Oeste;1.9;10;si;6.45;3;83.6;no;no
75221;25;Oeste;19.2;1;si;4.52;4;81.8;no;si
50963;20;Rural;8.1;23;no;5.47;7;60.7;no;no
48023;21;Centro;5.8;17;si;8.51;8;81.0;no;no
23167;21;Norte;12.8;24;no;9.93;9;74.8;no;no
76930;20;Oeste;0.5;22;no;6.86;6;76.4;no;no
85702;18;Oeste;1.4;6;si;6.52;4;83.7;no;no
20797;21;Sur;4.7;30;no;5.03;4;81.8;no;no
87590;22;Sur;1.8;19;no;7.28;6;56.3;no;no
41475;25;Centro;0.5;7;no;7.78;8;88.3;no;no
83360;20;Rural;42.3;26;no;7.11;7;68.3;no;no
98699;20;Norte;2.4;10;si;7.19;6;91.8;no;no
29580;21;Oeste;1.6;9;no;6.78;6;92.9;no;no
52859;18;Centro;18.6;9;no;4.78;3;77.2;no;no
68780;21;Sur;17.5;14;si;6.2;0;63.0;no;si
82681;19;Sur;0.5;14;no;6.78;6;69.9;no;no
79445;20;Norte;6.8;0;si;6.83;7;71.4;no;no
80494;22;Rural;8.0;25;si;5.87;2;82.1;no;no
29172;23;Norte;1.1;21;si;7.97;7;77.9;no;no
39423;21;Sur;8.5;25;no;3.47;4;68.9;si;no
40349;20;Norte;5.0;21;no;7.9;5;60.5;si;si
89180;24;Rural;36.6;7;si;7.88;5;70.8;no;no
94755;17;Norte;0.5;23;no;6.33;6;68.0;no;si
43627;18;Oeste;10.4;20;no;6.64;6;63.2;no;si
71362;21;Norte;4.6;21;no;5.76;3;70.2;no;no
88314;20;Oeste;7.3;23;si;6.06;1;65.0;no;no
97525;24;Rural;14.1;27;si;5.63;3;65.5;no;no
41326;21;Norte;7.5;16;no;6.82;8;74.3;no;no
90749;21;Oeste;12.5;30;no;7.42;4;61.0;no;no
51356;25;Sur;0.8;33;no;4.23;4;60.5;no;no
76293;24;Norte;8.1;0;no;7.35;8;82.9;no;no
45044;17;Norte;14.7;6;no;5.23;3;86.1;no;no
91267;23;Sur;3.2;8;si;4.8;4;83.2;no;no
95923;24;Sur;0.5;15;si;6.35;6;69.1;no;no
86174;18;Centro;4.3;10;no;8.0;8;76.7;no;no
29947;20;Sur;37.7;27;no;3.96;3;73.3;no;si
57185;20;Norte;7.2;32;no;6.15;5;84.6;si;no
80027;21;Rural;16.9;23;no;5.91;4;56.5;no;no
76706;26;Rural;15.4;24;si;7.78;8;72.1;no;no
84750;22;Norte;8.0;4;no;7.18;3;77.7;no;no
98316;19;Sur;4.4;12;no;6.66;7;73.7;no;no
76145;20;Rural;11.7;12;si;8.8;5;67.3;no;no
72110;23;Rural;3.5;34;si;4.95;2;82.2;si;si
83346;23;Norte;1.2;20;no;7.01;4;77.8;no;no
74313;20;Sur;0.8;30;no;5.3;3;57.7;si;si
65728;21;Rural;24.2;33;no;8.15;6;48.8;no;no
81071;20;Centro;0.5;10;no;6.68;5;81.2;no;no
89366;19;Sur;7.8;25;no;7.14;6;68.7;no;no
43727;24;Rural;4.5;4;si;6.81;3;81.6;no;no
90388;23;Oeste;3.1;26;no;5.16;4;84.8;no;si
54587;23;Rural;34.4;32;si;5.0;2;78.0;no;no
95235;22;Sur;3.4;18;no;9.1;8;90.6;si;no
58470;22;Sur;4.1;27;no;5.09;3;70.6;no;si
80851;22;Rural;17.0;32;si;6.48;4;50.7;si;si
95840;23;Sur;1.6;24;no;4.79;3;72.5;no;si
56238;17;Centro;4.0;4;no;7.56;8;89.3;no;no
32470;21;Oeste;6.6;4;no;7.47;7;85.5;no;no
28525;23;Centro;25.2;4;no;9.28;8;61.9;si;no
64380;21;Centro;6.7;2;no;8.45;9;72.3;no;no
92065;22;Centro;2.8;13;no;5.4;3;78.7;no;si
78101;18;Sur;5.1;8;no;7.32;4;78.4;no;no
98072;21;Oeste;2.9;3;no;9.7;8;88.7;no;no
57865;21;Sur;1.0;15;si;7.46;8;80.4;si;no
93882;20;Oeste;2.0;9;no;6.29;4;75.4;no;no
80098;17;Centro;2.1;21;no;6.96;5;66.6;no;no
66206;21;Rural;90.0;11;si;7.46;8;69.8;no;no
57220;21;Oeste;19.7;30;si;4.47;4;59.6;si;no
61157;24;Oeste;14.1;10;no;8.73;9;77.6;no;no
35169;18;Norte;5.8;17;si;6.37;7;65.5;no;no
59659;21;Oeste;10.1;32;no;7.96;7;79.4;no;no
50985;20;Norte;21.8;16;no;7.76;6;70.9;no;no
33175;22;Oeste;15.6;21;si;6.47;7;82.1;no;no
41685;21;Oeste;12.2;13;no;7.79;7;72.5;no;no
47427;21;Oeste;7.9;20;no;5.0;3;69.0;no;si
31696;18;Sur;6.4;25;si;6.0;6;86.6;no;no
96828;20;Sur;5.2;29;si;6.53;6;71.0;no;no
72276;23;Sur;2.7;15;no;9.51;8;63.1;no;si
61937;23;Rural;3.5;42;no;4.04;3;62.5;si;si
93508;22;Sur;0.5;5;si;6.29;5;100.0;no;no
49660;19;Rural;39.8;10;si;6.13;5;68.3;no;no
46035;28;Rural;21.4;10;no;4.58;6;69.6;no;no
42572;23;Norte;5.2;0;no;5.57;2;74.0;si;no
41222;17;Norte;0.5;16;no;5.32;1;67.1;si;si
63329;22;Centro;6.4;8;no;9.1;8;55.3;no;no
36147;25;Oeste;6.2;15;no;5.85;3;98.3;no;no
35048;20;Centro;3.3;0;no;9.84;9;90.8;si;no
33818;24;Rural;11.0;26;si;6.71;6;50.3;si;no
27550;22;Sur;0.5;16;si;7.09;5;88.9;no;no
71666;21;Norte;0.5;7;no;6.37;3;88.7;no;no
26796;26;Sur;0.5;20;si;6.23;4;70.1;no;no
56949;21;Rural;90.0;17;no;7.85;9;73.4;no;no
88378;19;Norte;0.5;26;no;5.29;4;84.5;no;no
38331;21;Centro;5.6;16;no;9.0;9;61.2;si;no
45729;22;Oeste;1.9;39;si;5.39;4;83.4;no;no
67604;21;Sur;0.5;32;si;5.58;7;72.5;no;no
46586;24;Centro;1.9;5;no;7.09;7;68.4;no;no
98024;19;Centro;0.5;22;no;7.26;5;60.7;no;no
93101;24;Oeste;14.4;35;no;6.88;4;78.9;no;no
58931;21;Centro;1.0;16;no;7.5;5;92.7;no;no
94036;22;Sur;5.5;27;no;5.53;4;67.0;no;no
75058;19;Norte;2.8;20;no;8.32;7;85.0;no;no
81898;20;Rural;8.2;38;no;6.41;6;58.7;si;si
51718;19;Norte;7.8;7;no;9.25;8;90.9;no;no
90681;25;Sur;12.4;40;no;5.19;5;74.2;si;no
66602;21;Sur;19.8;30;no;6.57;3;60.6;no;no
20387;21;Sur;9.4;26;si;6.21;7;63.9;si;no
46784;17;Centro;8.1;7;no;9.27;8;77.1;no;no
22446;19;Oeste;3.7;5;no;8.47;9;85.6;no;no
56949;21;Sur;13.4;28;si;5.21;1;91.1;no;si
47404;19;Oeste;7.8;17;no;6.38;8;84.7;si;no
